"(Background Information, Full Name)","(Background Information, Position)","(Background Information, Squad)","(Background Information, League)","(Background Information, Year of Birth)","(Playing Time, MP)","(Playing Time, Starts)","(Playing Time, Min)","(Playing Time, 90s)","(Performance, Gls)","(Performance, Ast)","(Performance, G+A)","(Performance, G-PK)","(Performance, PK)","(Performance, PKatt)","(Performance, CrdY)","(Performance, CrdR)","(Expected, xG)","(Expected, npxG)","(Expected, xAG)","(Expected, npxG+xAG)","(Progression, PrgC)","(Progression, PrgP)","(Progression, PrgR)","(Per 90 Minutes, Gls)","(Per 90 Minutes, Ast)","(Per 90 Minutes, G+A)","(Per 90 Minutes, G-PK)","(Per 90 Minutes, G+A-PK)","(Per 90 Minutes, xG)","(Per 90 Minutes, xAG)","(Per 90 Minutes, xG+xAG)","(Per 90 Minutes, npxG)","(Per 90 Minutes, npxG+xAG)","('Unnamed: 36_level_0', 'Matches')","(Background Information, League)"
Josip Brekalo,FW,Fiorentina,SerieA,1998.0,11.0,8.0,652.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,14.0,25.0,69.0,0.14,0.0,0.14,0.14,0.14,0.06,0.04,0.1,0.06,0.1,Matches,SerieA
Gleison Bremer,DF,Juventus,SerieA,1997.0,36.0,36.0,3233.0,35.9,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,1.4,1.4,0.4,1.9,7.0,120.0,4.0,0.08,0.0,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches,SerieA
Brenner,"MF,FW",Udinese,SerieA,2000.0,8.0,2.0,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.2,0.18,0.2,Matches,SerieA
Marco Brescianini,MF,Frosinone,SerieA,2000.0,36.0,24.0,2321.0,25.8,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,2.3,2.3,1.6,3.9,46.0,70.0,100.0,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15,Matches,SerieA
Dylan Bronn,"DF,MF",Salernitana,SerieA,1995.0,4.0,0.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,SerieA
Tajon Buchanan,DF,Inter,SerieA,1999.0,10.0,0.0,161.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,12.0,4.0,22.0,0.56,0.0,0.56,0.56,0.56,0.11,0.18,0.29,0.11,0.29,Matches,SerieA
Alessandro Buongiorno,DF,Torino,SerieA,1999.0,29.0,29.0,2527.0,28.1,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,1.6,1.6,0.1,1.7,14.0,62.0,10.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.06,0.06,0.06,Matches,SerieA
Rareș-Cătălin Burnete,FW,Lecce,SerieA,2004.0,1.0,0.0,8.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,11.25,11.25,0.0,11.25,0.0,0.71,0.71,0.0,0.71,Matches,SerieA
Jovane Cabral,"MF,FW",Salernitana,SerieA,1998.0,12.0,8.0,678.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,22.0,40.0,39.0,0.13,0.0,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21,Matches,SerieA
Liberato Cacace,DF,Empoli,SerieA,2000.0,31.0,18.0,1912.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.7,2.1,34.0,84.0,55.0,0.0,0.05,0.05,0.0,0.05,0.02,0.08,0.1,0.02,0.1,Matches,SerieA
Jens Cajuste,MF,Napoli,SerieA,1999.0,26.0,11.0,1016.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.5,1.5,1.1,2.5,19.0,37.0,53.0,0.0,0.18,0.18,0.0,0.18,0.13,0.09,0.22,0.13,0.22,Matches,SerieA
Davide Calabria,DF,Milan,SerieA,1996.0,29.0,26.0,2185.0,24.3,1.0,3.0,4.0,1.0,0.0,0.0,5.0,2.0,1.3,1.3,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,Matches,SerieA
Riccardo Calafiori,DF,Bologna,SerieA,2002.0,30.0,26.0,2349.0,26.1,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.4,1.4,1.2,2.6,28.0,96.0,23.0,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1,Matches,SerieA
Mattia Caldara,DF,Milan,SerieA,1994.0,1.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,Matches,SerieA
Luca Caldirola,DF,Monza,SerieA,1991.0,29.0,23.0,2141.0,23.8,1.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.5,0.5,0.6,1.1,10.0,56.0,9.0,0.04,0.04,0.08,0.04,0.08,0.02,0.03,0.04,0.02,0.04,Matches,SerieA
Hakan Çalhanoğlu,MF,Inter,SerieA,1994.0,32.0,32.0,2556.0,28.4,13.0,3.0,16.0,3.0,10.0,10.0,5.0,0.0,10.1,2.3,4.7,7.0,45.0,186.0,34.0,0.46,0.11,0.56,0.11,0.21,0.36,0.17,0.52,0.08,0.25,Matches,SerieA
Francesco Camarda,FW,Milan,SerieA,2008.0,2.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Nicolò Cambiaghi,"FW,MF",Empoli,SerieA,2000.0,37.0,29.0,2553.0,28.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.9,3.9,2.8,6.7,128.0,63.0,197.0,0.04,0.04,0.07,0.04,0.07,0.14,0.1,0.24,0.14,0.24,Matches,SerieA
Andrea Cambiaso,"DF,FW",Juventus,SerieA,2000.0,34.0,28.0,2372.0,26.4,2.0,3.0,5.0,2.0,0.0,0.0,10.0,0.0,2.2,2.2,3.9,6.0,87.0,71.0,172.0,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23,Matches,SerieA
Matteo Cancellieri,"FW,MF",Empoli,SerieA,2002.0,36.0,18.0,1788.0,19.9,4.0,3.0,7.0,4.0,0.0,0.0,7.0,0.0,4.7,4.7,2.9,7.6,48.0,26.0,138.0,0.2,0.15,0.35,0.2,0.35,0.24,0.15,0.38,0.24,0.38,Matches,SerieA
Player,Pos,Squad,SerieA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,SerieA
Antonio Candreva,"MF,FW",Salernitana,SerieA,1987.0,34.0,32.0,2750.0,30.6,6.0,6.0,12.0,5.0,1.0,1.0,5.0,0.0,4.9,4.1,5.0,9.1,67.0,149.0,182.0,0.2,0.2,0.39,0.16,0.36,0.16,0.16,0.32,0.13,0.3,Matches,SerieA
Luigi Canotto,FW,Frosinone,SerieA,1994.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Gianluca Caprari,"MF,FW",Monza,SerieA,1993.0,6.0,4.0,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.4,11.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.44,0.22,0.44,Matches,SerieA
Elia Caprile,GK,Empoli,SerieA,2001.0,23.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,SerieA
Francesco Caputo,FW,Empoli,SerieA,1987.0,20.0,15.0,1268.0,14.1,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.4,2.6,0.7,3.4,7.0,18.0,65.0,0.21,0.0,0.21,0.14,0.14,0.24,0.05,0.3,0.19,0.24,Matches,SerieA
Andrea Carboni,DF,Monza,SerieA,2001.0,21.0,16.0,1487.0,16.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.5,1.7,13.0,46.0,22.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.1,0.07,0.1,Matches,SerieA
Valentin Carboni,"MF,FW",Monza,SerieA,2005.0,31.0,10.0,1169.0,13.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,1.7,4.0,52.0,57.0,75.0,0.15,0.23,0.38,0.15,0.38,0.18,0.13,0.31,0.18,0.31,Matches,SerieA
Marco Carnesecchi,GK,Atalanta,SerieA,2000.0,27.0,27.0,2425.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Nicolò Casale,DF,Lazio,SerieA,1998.0,20.0,16.0,1559.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.0,0.9,20.0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,SerieA
Giuseppe Caso,"FW,MF",Frosinone,SerieA,1998.0,14.0,2.0,417.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.4,15.0,20.0,37.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches,SerieA
Valentín Castellanos,FW,Lazio,SerieA,1998.0,35.0,16.0,1682.0,18.7,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,7.3,7.3,1.7,8.9,15.0,47.0,132.0,0.21,0.16,0.37,0.21,0.37,0.39,0.09,0.48,0.39,0.48,Matches,SerieA
Samu Castillejo,"FW,MF",Sassuolo,SerieA,1995.0,17.0,6.0,536.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.0,1.2,27.0,26.0,45.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.21,0.04,0.21,Matches,SerieA
Santiago Castro,FW,Bologna,SerieA,2004.0,8.0,2.0,242.0,2.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,1.0,1.0,15.0,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55,Matches,SerieA
Gaetano Castrovilli,"FW,MF",Fiorentina,SerieA,1997.0,6.0,5.0,367.0,4.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,14.0,12.0,25.0,0.25,0.49,0.74,0.25,0.74,0.08,0.15,0.23,0.08,0.23,Matches,SerieA
Danilo Cataldi,MF,Lazio,SerieA,1994.0,28.0,15.0,1361.0,15.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.4,0.4,0.8,1.1,9.0,69.0,7.0,0.07,0.0,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08,Matches,SerieA
Emil Ceide,"FW,MF",Sassuolo,SerieA,2001.0,11.0,0.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,12.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17,Matches,SerieA
Zeki Çelik,DF,Roma,SerieA,1997.0,17.0,6.0,671.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,14.0,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.11,0.02,0.11,Matches,SerieA
Fabien Centonze,DF,Hellas Verona,SerieA,1996.0,10.0,7.0,676.0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.1,16.0,14.0,21.0,0.0,0.13,0.13,0.0,0.13,0.0,0.14,0.14,0.0,0.14,Matches,SerieA
Michele Cerofolini,GK,Frosinone,SerieA,1999.0,8.0,7.0,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Alberto Cerri,FW,Empoli,SerieA,1996.0,12.0,10.0,545.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,1.4,3.0,9.0,23.0,0.17,0.0,0.17,0.17,0.17,0.19,0.04,0.23,0.19,0.23,Matches,SerieA
Leonardo Cerri,DF,Juventus,SerieA,2003.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Charlys,MF,Hellas Verona,SerieA,2004.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,SerieA
Walid Cheddira,FW,Frosinone,SerieA,1998.0,36.0,24.0,2120.0,23.6,7.0,1.0,8.0,6.0,1.0,1.0,0.0,0.0,9.0,8.2,1.4,9.6,31.0,22.0,139.0,0.3,0.04,0.34,0.25,0.3,0.38,0.06,0.44,0.35,0.41,Matches,SerieA
Federico Chiesa,FW,Juventus,SerieA,1997.0,33.0,25.0,2197.0,24.4,9.0,2.0,11.0,8.0,1.0,1.0,1.0,0.0,6.4,5.6,6.2,11.9,111.0,70.0,216.0,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49,Matches,SerieA
Oliver Christensen,GK,Fiorentina,SerieA,1999.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Player,Pos,Squad,SerieA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,SerieA
Samuel Chukwueze,FW,Milan,SerieA,1999.0,24.0,12.0,1017.0,11.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.3,3.9,52.0,51.0,135.0,0.09,0.27,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35,Matches,SerieA
Alphadjo Cissè,FW,Hellas Verona,SerieA,2006.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Giorgio Cittadini,DF,Monza,SerieA,2002.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Giorgio Cittadini,DF,Genoa,SerieA,2002.0,5.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Patrick Ciurria,"DF,MF",Monza,SerieA,1995.0,22.0,18.0,1598.0,17.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,2.6,4.1,41.0,68.0,94.0,0.0,0.06,0.06,0.0,0.06,0.09,0.15,0.23,0.09,0.23,Matches,SerieA
Lorenzo Colombo,FW,Monza,SerieA,2002.0,25.0,16.0,1359.0,15.1,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,0.6,4.2,16.0,24.0,75.0,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28,Matches,SerieA
Andrea Colpani,"MF,FW",Monza,SerieA,1999.0,38.0,36.0,2657.0,29.5,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,4.8,4.8,5.0,9.8,90.0,120.0,193.0,0.27,0.14,0.41,0.27,0.41,0.16,0.17,0.33,0.16,0.33,Matches,SerieA
Pietro Comuzzo,"DF,FW",Fiorentina,SerieA,2005.0,4.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Andrea Consigli,GK,Sassuolo,SerieA,1987.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Nikita Contini Baranovsky,GK,Napoli,SerieA,1996.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Diego Coppola,DF,Hellas Verona,SerieA,2003.0,24.0,18.0,1634.0,18.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.2,1.2,0.2,1.4,1.0,40.0,0.0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches,SerieA
Tommaso Corazza,DF,Bologna,SerieA,2004.0,9.0,1.0,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,SerieA
Jeppe Corfitzen,FW,Lecce,SerieA,2004.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Giacomo Corona,FW,Empoli,SerieA,2004.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
João Costa,"MF,FW",Roma,SerieA,2005.0,3.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,SerieA
Benoît Costil,GK,Salernitana,SerieA,1987.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Lassana Coulibaly,MF,Salernitana,SerieA,1996.0,28.0,25.0,2082.0,23.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,0.8,1.4,29.0,88.0,38.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,Matches,SerieA
Mamadou Coulibaly,DF,Salernitana,SerieA,1999.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Alessio Cragno,GK,Sassuolo,SerieA,1994.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Bryan Cristante,"MF,DF",Roma,SerieA,1995.0,37.0,37.0,3289.0,36.5,3.0,4.0,7.0,3.0,0.0,0.0,8.0,0.0,4.0,4.0,2.9,6.9,47.0,234.0,80.0,0.08,0.11,0.19,0.08,0.19,0.11,0.08,0.19,0.11,0.19,Matches,SerieA
Juan Cruz,"FW,MF",Hellas Verona,SerieA,1999.0,4.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches,SerieA
Juan Cuadrado,DF,Inter,SerieA,1988.0,10.0,0.0,267.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.6,1.7,17.0,11.0,35.0,0.0,0.67,0.67,0.0,0.67,0.06,0.52,0.59,0.06,0.59,Matches,SerieA
Marvin Cuni,FW,Frosinone,SerieA,2001.0,22.0,6.0,534.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,1.6,6.0,11.0,45.0,0.17,0.0,0.17,0.17,0.17,0.22,0.05,0.28,0.22,0.28,Matches,SerieA
Danilo D'Ambrosio,DF,Monza,SerieA,1988.0,24.0,16.0,1536.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.2,0.8,12.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,SerieA
Flavius Daniliuc,DF,Salernitana,SerieA,2001.0,14.0,8.0,744.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.5,8.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,SerieA
Player,Pos,Squad,SerieA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,SerieA
Danilo,DF,Juventus,SerieA,1991.0,29.0,27.0,2452.0,27.2,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.2,18.0,161.0,21.0,0.04,0.04,0.07,0.04,0.07,0.05,0.03,0.08,0.05,0.08,Matches,SerieA
Matteo Darmian,DF,Inter,SerieA,1989.0,33.0,27.0,2404.0,26.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.8,3.0,18.0,72.0,82.0,0.07,0.04,0.11,0.07,0.11,0.04,0.07,0.11,0.04,0.11,Matches,SerieA
Juan David Cabal,DF,Hellas Verona,SerieA,2001.0,22.0,17.0,1497.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.4,0.9,26.0,70.0,48.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,SerieA
Keinan Davis,"FW,MF",Udinese,SerieA,1998.0,8.0,0.0,186.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,2.0,6.0,15.0,0.48,0.0,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28,Matches,SerieA
Paweł Dawidowicz,DF,Hellas Verona,SerieA,1995.0,28.0,25.0,2143.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.0,0.6,11.0,89.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,SerieA
Charles De Ketelaere,"FW,MF",Atalanta,SerieA,2001.0,35.0,25.0,2026.0,22.5,10.0,8.0,18.0,9.0,1.0,1.0,1.0,0.0,7.1,6.3,6.1,12.4,88.0,126.0,219.0,0.44,0.36,0.8,0.4,0.76,0.31,0.27,0.59,0.28,0.55,Matches,SerieA
Mattia De Sciglio,DF,Juventus,SerieA,1992.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Lorenzo De Silvestri,DF,Bologna,SerieA,1988.0,15.0,7.0,674.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,14.0,27.0,12.0,0.27,0.0,0.27,0.27,0.27,0.03,0.0,0.03,0.03,0.03,Matches,SerieA
Koni De Winter,DF,Genoa,SerieA,2002.0,29.0,26.0,2380.0,26.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.8,0.8,1.0,1.8,21.0,76.0,15.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07,Matches,SerieA
Grégoire Defrel,"FW,MF",Sassuolo,SerieA,1991.0,20.0,7.0,757.0,8.4,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,2.2,7.0,17.0,42.0,0.12,0.24,0.36,0.12,0.36,0.12,0.14,0.26,0.12,0.26,Matches,SerieA
Alessandro Deiola,MF,Cagliari,SerieA,1995.0,27.0,19.0,1608.0,17.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.5,2.5,0.9,3.4,9.0,64.0,21.0,0.06,0.0,0.06,0.06,0.06,0.14,0.05,0.19,0.14,0.19,Matches,SerieA
Alessandro Dellavalle,DF,Torino,SerieA,2004.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Diego Demme,MF,Napoli,SerieA,1991.0,2.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,SerieA
Leander Dendoncker,MF,Napoli,SerieA,1995.0,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,SerieA
Mattia Destro,"FW,MF",Empoli,SerieA,1991.0,15.0,3.0,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,1.5,4.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.37,0.29,0.37,Matches,SerieA
Federico Di Francesco,"FW,MF",Lecce,SerieA,1994.0,2.0,0.0,15.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,6.0,0.0,6.0,6.0,6.0,0.53,0.0,0.53,0.53,0.53,Matches,SerieA
